product_id,star_rating,review
B00LCHWEPE,1,Love AMAZON- Hate this product... ADs and hard to navigate make it not worth it at all
B00IKPW0UA,5,GREAT resolution. Lots of apps
B00IKPW0UA,5,Happy with the kindle fire hd
B00IKPYKWG,5,Love My New Toy
B00IKPYKWG,5,Great Buy
B00IKPW0UA,5,purchase your kindle today.
B00IKPW0UA,5,Five stars when on sale. awesome for the price!
B00IKPYKWG,5,Finally a tablet that works!
B00IKPW0UA,5,Love them! These were for my grandchildren and they ...
B00LCHWEPE,5,Five Stars
B00IKPW0UA,4,NO 3G or 4G included as with amazon reader
B00IKPYKWG,5,Five Stars
B00LCHS1FG,5,bought this after buying one for my wife to read ...
B00IKPZ5V6,5,Great Tablet for the $$$
B00LCHOCZY,5,Five Stars
B00IKPW0UA,4,so far so good. Love the quality of the screen and it's ...
B00IKPYKWG,5,Five Stars
B00IKPYKWG,4,Four Stars
B00LCHSHMS,5,Five Stars
B00IKPZ5V6,3,and I like this one better than the new one
B00IKPYKWG,5,Five Stars
B00IKPZ5V6,5,Great Little Tablet
B00LCHRQL6,5,I'm very happy with the awesome deal I received
B00LCHSHMS,5,Love it! Wish the abc app worked on this ...
B00IKPYKWG,5,Great
B00IKPYKWG,5,Three Stars
B00IKPW0UA,5,Five Stars
B00LCHS1FG,4,Kindle Fire HD7-Update
B00IKPYKWG,5,Five Stars
B00IKPW0UA,4,Four Stars
B00LCHOCZY,5,Hd7
B00IKPYKWG,3,Good value
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,It's awesome
B00IKPW0UA,5,Five Stars
B00IKPW0UA,5,Love
B00IKPYKWG,4,Battery life not too long
B00LCHWEPE,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,4,Four Stars
B00IKPW0UA,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,4,Four Stars
B00KC89C2C,4,Like It
B00IKPYKWG,5,nice and light
B00IKPYKWG,4,Four Stars
B00LCHS1FG,5,very nice product
B00IKPYKWG,1,Terrible battery drain
B00IKPW0UA,3,Should be just as great as it's predecessors
B00IKPYKWG,1,"Amazon took away the feature that I most liked, after I purchased it."
B00IKPYKWG,2,Two Stars
B00IKPW0UA,5,Great tablet!
B00IKPW0UA,5,Five Stars
B00IKPZ5V6,5,Great product!   It is all I use anymore!
B00IKPW0UA,5,... HD shipped faster than expected and it was a great deal for the price
B00IKPW0UA,4,Four Stars
B00IKPW0UA,5,Five Stars
B00KC6XV58,5,Five Stars
B00LCHOCZY,5,LOVE
B00LCHS1FG,5,Fire HD 7
B00IKPW0UA,4,second fire
B00IKPYKWG,5,Five Stars
B00IKPZ5V6,5,Five Stars
B00IKPYKWG,5,Neat Devise
B00IKPYKWG,5,Five Stars
B00LCHOCZY,5,Five Stars
B00LCHS1FG,5,Five Stars
B00IKPYKWG,5,Fire HD 7 review
B00LCHS1FG,5,Icona Pop Single
B00IKPYKWG,5,Five Stars
B00IKPYKWG,1,Fire not so hot
B00IKPYKWG,5,Five Stars
B00IKPW0UA,5,It's a good device. My wife had one
B00LCHSHMS,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPW0UA,4,Neat Device
B00IKPW0UA,5,Quite Pleased With 1st Tablet!
B00IKPZ5V6,4,FIRE HD &
B00IKPYKWG,4,This is a nice tablet for the price
B00IKPW0UA,4,Four Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPZ5V6,5,My New Pal
B00IKPW0UA,5,Five Stars
B00LCHS1FG,1,Google vs Amazon = we lost
B00LCHWEPE,5,A new fire yet again!
B00LCHS1FG,2,Little difference from the HD 6
B00IKPYKWG,5,I love my kindle fire
B00IKPYKWG,5,GREAT BUY! GREAT TABLET FOR CHILD
B00IKPYKWG,5,Five Stars
B00IKPYKWG,2,What a let down..
B00IKPYKWG,4,Great durable product
B00IKPYKWG,5,This tablet is awesome!!
B00IKPW0UA,5,Keeps Getting Better and Better..
B00IKPYKWG,5,Five Stars
B00IKPW0UA,5,Five Stars
B00IKPW0UA,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,... for my previous Fire (touch screen died) it is perfect. My only complaint is that Amazon would not ...
B00IKPZ5V6,5,Easier to take with you than a laptop.
B00LCHWEPE,5,Five Stars
B00IKPYKWG,5,"I have a Kindle, a Kindle Reader and now ..."
B00IKPYKWG,5,Great new upgrade to the Kindle fire hd
B00LCHOCZY,5,Five Stars
B00IKPYKWG,4,All is well now
B00LCHOCZY,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPZ5V6,5,Order second one and love it.
B00LCHWEPE,4,My 11 year old loves and I love the the parental controls
B00IKPYKWG,5,Love this one!!! Best I've had out of three!
B00LCHOCZY,3,Had to restore it when turned on for the first time
B00IKPW0UA,5,Five Stars
B00LCHOCZY,4,Four Stars
B00IKPYKWG,1,Buyer Beware!  Check your bills for unknown subscriptions!
B00IKPYKWG,5,I love my kindal fire HD
B00IKPYKWG,3,Give me my old version of the Kindle Fire!!
B00IKPYKWG,5,Five Stars
B00LCHS1FG,3,Good Unit for the price
B00IKPYKWG,5,I love my Fire
B00LCHNGZG,5,I like the weight and size of the tablet
B00IKPYKWG,5,Perfection!
B00IKPYKWG,5,Why wait to upgrade!!
B00IKPYKWG,5,I love it! It's exactly what I expected and needed
B00IKPW0UA,5,Fire HD 7
B00IKPW0UA,4,... right commenting other than the book I read was easy to read
B00IKPZ5V6,5,"I absolutely luve this HD 7"".. I got ..."
B00IKPW0UA,5,I love my Kindle Fire HD 7
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Awesome
B00LCHWEPE,2,I would not have purchased this even though it was a good price. Just a bit disappointed in the kindle ...
B00IKPW0UA,4,kindle fire HD
B00LCHNGZG,4,So far so good. I still love my Toshiba Thrive
B00IKPW0UA,4,my 3rd kindle
B00IKPYKWG,1,Very disappointed
B00IKPW0UA,5,Glad I got it!
B00LCI2I7C,2,I Igor it for my daughter but am not too pleased she has to look at constant commercials
B00IKPZ5V6,3,Okay;  not the best.
B00LCHOCZY,5,I really like it. It is a nice size
B00LCHS1FG,3,OK for the price
B00LCHSHMS,5,Great Buy
B00KC6XV58,5,Five Stars
B00IKPW0UA,5,Five Stars
B00IKPW0UA,3,"Decent, but limited."
B00IKPYKWG,3,.fire
B00IKPW0UA,5,Five Stars
B00IKPW0UA,4,Great tablet for the price! Budget-minded cord cutters take notice.
B00LCHS1FG,4,Great value for the one day discounted price
B00IKPW0UA,5,Best bang for the buck
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Perfect!
B00IKPW0UA,4,Four Stars
B00LCHOCZY,1,One Star
B00IKPW0UA,5,awesome
B00IKPZ5V6,2,Two Stars
B00IKPYKWG,5,Wow
B00IKPW0UA,4,Upgraded to new Kindle Fire HD
B00LCHOCZY,5,Five Stars
B00KC6XV58,4,Four Stars
B00IKPYKWG,5,First Fire HD
B00LCHWEPE,4,Love it!!
B00IKPYKWG,5,Expectations met
B00IKPYKWG,5,I receive my daily newspaper subscription and thought it was a good time for a replacement
B00IKPYKWG,3,Three Stars
B00IKPYKWG,5,m enjoy singing my kindle hd7
B00KC89C2C,4,But overall I like it.
B00IKPYKWG,5,We were sad that we couldn't replace my husbands last Fire 7 ...
B00LCHSHMS,5,Please with this purchase .
B00KC6XV58,4,I like the new Kindle hd 7
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,4,"Great device, some shortcomings."
B00IKPW0UA,5,Very satisfied. Met all my expectations
B00IKPW0UA,5,love it!
B00IKPW0UA,4,Pop Ups annoying
B00LCHNAA2,5,Very good unit
B00IKPYKWG,5,Just what I wanted
B00IKPYKWG,5,... phone for youtube video but all in all a great gadget.
B00IKPW0UA,5,Five Stars
B00IKPYKWG,5,Love my kindle fire hd7 I can do everything on ...
B00LCHS1FG,4,I love the Fire but am very unhappy with the short ...
B00LCHNGZG,5,"I haven't yet spent much time with it, but ..."
B00IKPYKWG,3,Three Stars
B00IKPYKWG,5,I LOVE IT !!!
B00IKPW0UA,5,This is the 3rd kindle in our family and I love all of them
B00IKPW0UA,5,Five Stars
B00IKPZ5V6,4,Four Stars
B00IKPYKWG,5,Absolutely love the kindle but I can't take photos unless I ...
B00LCHWEPE,5,Thank you
B00IKPYKWG,4,Four Stars
B00IKPZ5V6,5,Five Stars
B00IKPW0UA,5,Five Stars
B00IKPYKWG,3,Three Stars
B00IKPW0UA,4,FIRE HD 7  {A GOOD BUY}
B00IKPYKWG,5,This is the best value in my opinion
B00IKPZ5V6,5,Five Stars
B00LCI2I7C,4,would have been a 5 but..
B00IKPYKWG,3,"... tube videos freeze a lot making it difficult to enjoy, other then that it's"
B00LCHS1FG,4,So far I do like it but I'm still trying to figure it out
B00IKPYKWG,5,love it!
B00IKPZ5V6,5,Love it !!
B00IKPW0UA,5,Five Stars
B00IKPW0UA,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,I love it....
B00IKPYKWG,5,Kindle Fire HD7
B00IKPW0UA,5,Very nice! I purchased this to go with my new ...
B00LCHWEPE,5,good upgrade
B00IKPYKWG,4,Four Stars
B00IKPZ5V6,5,Love it!
B00IKPW0UA,5,Five Stars
B00IKPW0UA,3,Not Impressed
B00LCHNGZG,5,Five Stars
B00IKPZ5V6,5,Great  read .for old  cop......
B00IKPYKWG,4,"It's nice, but different than my previous Fire HD"
B00IKPYKWG,5,... the tablet world and so far this has been easy to learn to use and read with
B00IKPYKWG,1,Call customer service about increasing storage before you buy!
B00IKPYKWG,4,Bought to play Hearthstone
B00IKPW0UA,3,Doesn't appear to work with credit card readers
B00LCHRQL6,2,Not as good as the original
B00IKPYKWG,3,the new kindle may be faster but not as smart as the last ones if it can't go back to the page that you came from
B00IKPW0UA,4,Great size and functionality but the glare and battery life are an issue.
B00IKPYKWG,4,Purchased for my niece and she loves it. No ...
B00LCI2I7C,5,Five Stars
B00LCHWEPE,2,I expected more
B00IKPYKWG,5,It's Great! Thx
B00LCHNGZG,5,... Kindle Fire HD 7 provides a vivid display and great ease moving in and out of apps
B00IKPYKWG,1,"I love it, especially because I got it on the ..."
B00IKPW0UA,5,Five Stars
B00IKPYKWG,5,i love the device but this is a common defect if ...
B00IKPYKWG,4,Trustworthy brand
B00LCHS1FG,5,Five Stars
B00LCHS1FG,5,Five Stars
B00IKPYKWG,5,Beautifully refined update to an already genious tablet
B00IKPYKWG,5,Love it. Have the original Fire
B00LCHOCZY,5,Love it!
B00IKPYKWG,5,Five Stars
B00IKPW0UA,3,Still trying to learn it but its seems to ok ...
B00LCHNGZG,5,Great HD quality
B00IKPYKWG,4,Great product.
B00IKPW0UA,5,Great tablet! Got more features than expected
B00IKPZ5V6,5,Five Stars
B00LCHOCZY,5,awesome
B00IKPZ5V6,5,Better than anticipated
B00IKPYKWG,1,I can not get the Fire HD 7 to connect ...
B00IKPYKWG,1,Don't buy
B00IKPW0UA,5,"love my ""Fire"""
B00IKPYKWG,4,need a less expensive case
B00IKPYKWG,5,Love it!
B00LCHWEPE,1,Incompatible with popular apps!
B00LCHOCZY,1,One Star
B00IKPW0UA,5,Exactly what I was looking for
B00LCHSHMS,4,My only complaint is that there is a really bad glare on the screen
B00IKPZ5V6,5,Five Stars
B00IKPYKWG,2,All my Personal Docs and Books Lost to Sight
B00IKPW0UA,5,The perfect tablet.
B00IKPYKWG,5,Five Stars
B00IKPZ5V6,5,Five Stars
B00KC6XV58,3,Overly complicated.
B00IKPW0UA,5,Good deal for the money
B00IKPYKWG,3,Great...when it works right
B00IKPZ5V6,5,Five Stars
B00IKPYKWG,5,Five Stars
B00LCHSHMS,4,Would recommend for entertainment
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Not really satisfied
B00IKPW0UA,5,Definitely worth the price.
B00IKPYKWG,5,Five Stars
B00IKPW0UA,5,Five Stars
B00IKPYKWG,2,Disappointed with this purchase.
B00LCHS1FG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPW0UA,1,"Riddled with ads, limited functionality, lacks important apps not found in the Amazon App Store"
B00LCHS1FG,5,Great Tablet!
B00IKPYKWG,4,Four Stars
B00IKPYKWG,5,Five Stars
B00LCHS1FG,4,Four Stars
B00IKPYKWG,3,The Fire is a nice gadget but I'm disappointed in the extra weight and ...
B00LCHW422,5,I could not see spending the money Apple wanted so I researched the Fire and found great reviews! I loved the way I could custom
B00IKPW0UA,5,Five Stars
B00IKPYKWG,4,This is our first device like this and so far my daughter loves it
B00IKPYKWG,1,too restrictive. too much of a follower
B00IKPZ5V6,5,Ready Set FIRE!
B00IKPW0UA,1,Big disappointment
B00IKPW0UA,4,Four Stars
B00IKPZ5V6,5,Five Stars
B00LCHRQL6,5,An Inproved Kindle
B00IKPYKWG,3,Three Stars
B00IKPW0UA,5,This tablet is awesome
B00LCI2I7C,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,4,it was heavier that I would have liked.
B00IKPYKWG,4,"Good device, but I need a new one."
B00LCI2I7C,5,awesome!!!
B00IKPYKWG,5,Five Stars
B00IKPYKWG,1,"... little slower than the 6"" fire but otherwise I love"
B00IKPYKWG,5,I love
B00IKPYKWG,5,Five Stars
B00IKPYKWG,4,Love it but . . .
B00IKPYKWG,5,Great Tablet
B00IKPYKWG,4,"love it, sounds great looks great"
B00IKPYKWG,5,kindle
B00IKPYKWG,5,We love the Kindle!!
B00IKPZ5V6,4,Four Stars
B00IKPW0UA,4,Four Stars
B00IKPW0UA,4,when the listing said that the device had a 16GB ...
B00IKPYKWG,5,Five Stars
B00IKPZ5V6,4,Wonderful
B00LCHWEPE,5,Great Product
B00IKPZ5V6,5,Five Stars
B00LCHOCZY,5,Five Stars
B00IKPW0UA,4,55th birthday present!
B00IKPYKWG,5,It is so much better than what is said about it
B00IKPYKWG,3,Annoying. Preferred the format of the old Kindle Fire ...
B00LCHWEPE,1,One Star
B00IKPZ5V6,5,I have the original Kindle and was a fan of that so I decided to take a chance on this and I love it. Perfect for me and I love
B00IKPYKWG,4,Four Stars
B00IKPW0UA,5,"7"" I love it great buy"
B00IKPYKWG,4,"Great tablet, I'm older so the touch screen is ..."
B00LCHWEPE,5,Five Stars
B00LCHS1FG,5,Five Stars
B00IKPW0UA,5,Five Stars
B00IKPW0UA,5,Thumbs up!!
B00IKPW0UA,5,The HD 7 is the best Kindle I've ever purchased
B00IKPZ5V6,4,Four Stars
B00IKPW0UA,5,Very nice. Easy to use and
B00KC6XV58,5,Love it!
B00LCHSHMS,5,overall great device.
B00LCHN19C,5,"Thin, Light, Fast"
B00KC89C2C,5,LOVE IT!
B00IKPYKWG,5,I love it. The promos are great on books
B00IKPYKWG,5,It worked great right out of the box and is a great ...
B00LCHS1FG,1,One Star
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Works wonderfully. Picture quality is great
B00IKPW0UA,4,I love my tablet
B00IKPZ5V6,5,Would recommend to anyone
B00LCHOCZY,5,I LOVE this device
B00LCHS1FG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPW0UA,5,this is perfect for me
B00IKPYKWG,5,but larger than a smart phone. Ill be taking it on vacation
B00LCHOCZY,5,... was very simple to set up and is very easy to use
B00LCHOCZY,4,kindle fire 7 hd
B00LCHS1FG,5,Five Stars
B00IKPW0UA,5,"Every homebound person should have one, it is company, my shopping mall, my contact with my family. Thank you all"
B00IKPW0UA,5,I like it. I had a Kindle for years
B00IKPZ5V6,4,so far I think it was a good deal. I gave it 4 stars due to ...
B00IKPW0UA,5,Five Stars
B00KC89C2C,5,This is the excellent birth day gift from my son I love my ...
B00IKPW0UA,5,Right at Home With the Fire
B00IKPYKWG,3,Tablet not as good as Paperwhite for reading in various types of light.
B00IKPYKWG,5,Excellent
B00IKPYKWG,4,I am pleased with the product
B00IKPYKWG,4,Four Stars
B00IKPYKWG,5,Five Stars
B00IKPZ5V6,2,Most of the movies i like r not free
B00IKPYKWG,4,Lovin it
B00LCHOCZY,5,Kindle FIre is better yet
B00IKPZ5V6,5,Five Stars
B00IKPYKWG,5,Love it! Battery life is good too
B00IKPZ5V6,5,I love mine so much that I am buying them for ...
B00IKPYKWG,5,It was easy to set up and get running on wireless
B00IKPYKWG,4,Compact & Durable
B00IKPW0UA,5,So happy!
B00IKPYKWG,5,It's great!
B00IKPYKWG,3,"way faster than my kindle fire first addition, i ..."
B00IKPW0UA,3,Not natural to use for an iPhone user
B00IKPW0UA,5,Five Stars
B00IKPW0UA,5,Quality price for an entry-level tablet
B00IKPZ5V6,5,great deal
B00IKPYKWG,5,My favorite tablet!
B00IKPW0UA,5,Exceeded Expectations
B00IKPYKWG,5,I never use a tablet but I really like this tablet
B00IKPW0UA,5,I love the protective cover that can be used as a ...
B00IKPYKWG,3,Three Stars
B00IKPYKWG,5,Five Stars
B00LCHS1FG,3,Three Stars
B00IKPW0UA,5,Kindle is amazing. This is my first fire but I have ...
B00IKPYKWG,4,Four Stars
B00IKPW0UA,5,Great Product for the Price!
B00IKPZ5V6,4,Four Stars
B00IKPZ5V6,1,One Star
B00IKPYKWG,5,Great device
B00IKPW0UA,5,great deal
B00IKPYKWG,5,"a great buy. I don't even notice the ""special offers"""
B00IKPZ5V6,5,Love these
B00IKPZ5V6,5,"Tough and Durable, unlike a regular tablet"
B00IKPYKWG,5,great
B00IKPYKWG,5,Upgrade!
B00IKPYKWG,4,Four Stars
B00IKPZ5V6,5,I am enjoying my fire!! I'm going take ...
B00LCHOCZY,5,Five Stars
B00IKPYKWG,5,Great product
B00LCHN19C,5,great
B00IKPW0UA,5,Five Stars
B00IKPYKWG,4,overall A-
B00IKPYKWG,5,Awesome
B00IKPW0UA,3,Ads on the home screen
B00IKPZ5V6,4,I love my first Kindle fire
B00IKPZ5V6,3,Storage problems
B00IKPYKWG,4,... explore the whole tablet yet but so far so good.
B00IKPYKWG,5,Five Stars
B00IKPZ5V6,4,... went from a Paperwhite to the FIre and had great expectations. It had to grow on me which ...
B00IKPYKWG,5,I love it. I use it almost every day
B00LCHOCZY,5,Five Stars
B00IKPYKWG,5,Happy customer
B00KC6Y1MU,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPZ5V6,1,Dissatisfied
B00IKPYKWG,5,Five Stars
B00IKPW0UA,5,Like the Fire much
B00LCHN19C,5,Five Stars
B00IKPYKWG,5,very nice
B00LCHS1FG,5,Amazing!! I purchased this as a gift for ...
B00IKPW0UA,3,"Great device for the price, though it has storage issues."
B00IKPW0UA,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPW0UA,5,love it
B00IKPYKWG,3,i find the charging port annoying. Have to fiddle with it to get it ...
B00IKPW0UA,5,Great improvements and super instrument.
B00IKPW0UA,1,not as good as my 3 yr old kindle
B00LCHNGZG,4,Four Stars
B00IKPW0UA,5,fire7 exceeds my expectations perfect size.
B00IKPYKWG,5,Five Stars
B00IKPW0UA,4,Fire HD upgrade from Fire.
B00IKPW0UA,4,Excellent product!
B00LCHN19C,4,This item is fine I have not got quit use to it
B00IKPYKWG,5,Big fan of the kindle. Had to purchase a ...
B00IKPYKWG,5,Five Stars
B00LCHS1FG,5,Looks great and got here fast! ^.^
B00IKPYKWG,5,Five Stars
B00IKPW0UA,4,Four Stars
B00IKPZ5V6,5,Five Stars
B00IKPZ5V6,4,"I like it, but......."
B00IKPYKWG,1,buttons jamming after normal button presses.
B00IKPZ5V6,5,Five Stars
B00LCI2I7C,5,Five Stars
B00IKPW0UA,5,Five Stars
B00LCHOCZY,5,I love my Fire!
B00LCHOCZY,4,Like reading at night and turn light off but I ...
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00LCHS1FG,4,"Nice Hardware, Terrible Forced Advertisement"
B00IKPYKWG,4,you won't be disappointed!
B00IKPW0UA,5,Great device!
B00IKPW0UA,5,Five Stars
B00IKPZ5V6,5,Great tablet at a great price
B00LCHWEPE,5,Five Stars
B00IKPW0UA,5,Kindle Fire  Replacement
B00IKPYKWG,1,Did Not Meet Expectation
B00IKPZ5V6,5,I paid $79 on sale for this one and consider it a great value. It has both front and back cameras
B00IKPW0UA,3,The only problem was it said I didn't have enough ...
B00IKPZ5V6,5,The best thing I have invested in no more waiting on ...
B00IKPW0UA,1,One Star
B00IKPZ5V6,4,This tablet is a great tool to check e-mail
B00IKPZ5V6,5,Great tablet!
B00IKPYKWG,5,Five Stars
B00IKPW0UA,5,Good choise.
B00IKPYKWG,5,Live it!
B00IKPW0UA,5,Awesome
B00IKPW0UA,5,Five Stars
B00LCHS1FG,4,"Great price, couldn't afford to pass it up"
B00IKPYKWG,4,EASY!!
B00IKPYKWG,5,Five Stars
B00LCHWEPE,5,Really pleased with the HD 7
B00IKPYKWG,5,Love My Tablet
B00IKPW0UA,5,Surprise Gift
B00IKPW0UA,5,Five Stars
B00IKPYKWG,5,... a first time user of amazon my expirence was excellent. The fire HD is for my daughter it ...
B00LCHS1FG,4,Set up is relatively easy and should bring many hours of enjoyment
B00IKPYKWG,4,"New Kindle OK, wish it came with instructions."
B00IKPW0UA,2,"Thought it would be better, but I just traded one service for another."
B00IKPYKWG,4,This solution works better than any clock I could find since you can ...
B00LCI2I7C,5,"I love the ""pink"" case"
B00IKPW0UA,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00LCHOCZY,5,Five Stars
B00LCHRQL6,5,had already decided to get a good quality one
B00IKPYKWG,5,love it! I am buying another to give as ...
B00IKPZ5V6,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPW0UA,5,Five Stars
B00LCHSHMS,4,Four Stars
B00IKPYKWG,3,Three Stars
B00LCI2I7C,5,Five Stars
B00IKPZ5V6,5,Try It!
B00LCHS1FG,5,Five Stars
B00IKPW0UA,4,Love it.
B00IKPYKWG,5,Five Stars
B00IKPZ5V6,4,fast internet access.
B00IKPZ5V6,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,I DON'T like to read but the auto books are good
B00IKPYKWG,5,70th birthday present a hit!
B00IKPW0UA,5,Love my Kindle Fire
B00IKPW0UA,5,Love it!
B00IKPW0UA,3,I bought the fire 7 specifically because it has a ...
B00LCHRQL6,3,Three Stars
B00IKPZ5V6,4,Four Stars
B00IKPW0UA,2,Two Stars
B00LCHSHMS,5,Love my new Kindle
B00KC6XV58,5,Well worth the expense.
B00IKPYKWG,4,Four Stars
B00LCHS1FG,3,Three Stars
B00IKPYKWG,5,Five Stars
B00IKPZ5V6,4,Love it! Replacing my Nook tablet which was very ...
B00LCHS1FG,5,Great Upgrade from Older Fire
B00IKPYKWG,3,Three Stars
B00IKPZ5V6,4,Four Stars
B00IKPW0UA,4,Four Stars
B00IKPZ5V6,5,I am very pleased with its performance
B00IKPYKWG,3,fire he vs tablet
B00IKPW0UA,5,Good value for an entry tablet and enhancing my Amazon experience
B00IKPYKWG,4,I like the wider area around the edges.
B00IKPW0UA,3,Three Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00KC6XV58,5,Great tablet own Apple iPad and iPhones very happy with ...
B00LCHS1FG,5,This is #2!
B00IKPW0UA,5,Good job Amazon!
B00IKPYKWG,5,great deal
B00IKPW0UA,5,Five Stars
B00IKPYKWG,5,I absolutely love it. It is heavier than I wanted
B00LCHS1FG,5,Five Stars
B00IKPW0UA,4,Four Stars
B00IKPW0UA,4,Four Stars
B00LCI2I7C,4,Great color. It's everything I expect from a kindle
B00LCHWEPE,5,Five Stars
B00IKPZ5V6,5,I love its versatility
B00LCHWEPE,5,Five Stars
B00IKPW0UA,4,Four Stars
B00LCHOCZY,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,4,Four Stars
B00IKPYKWG,5,Love my kindle fire
B00IKPW0UA,5,love my kindle
B00IKPW0UA,4,I like everything about my new Fire except that I can't ...
B00KC89C2C,5,Terrific Device
B00IKPYKWG,5,Love it!
B00LCHRQL6,5,Five Stars
B00IKPW0UA,5,The best e reader out there
B00LCHS1FG,2,I really would like it if I got all the parts of the ...
B00IKPW0UA,4,Works for me!!!
B00IKPYKWG,4,Very pleased
B00LCHOCZY,5,Five Stars
B00IKPW0UA,5,Five Stars
B00IKPYKWG,5,Love my Kindle but...
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPZ5V6,5,Five Stars
B00IKPW0UA,3,Battery Life
B00IKPZ5V6,5,Five Stars
B00IKPYKWG,1,3rd fire in about a year.
B00KC6XV58,5,"For the price, it can't be beat."
B00IKPW0UA,4,Best Tablet ever
B00IKPW0UA,4,It's like being a child in a candy store
B00IKPYKWG,5,except for my first with charging port issues I can't recommend a better small tablet
B00IKPW0UA,3,Dissapointed.
B00IKPW0UA,5,Wow
B00IKPZ5V6,1,"not what I thought it was, have to buy ..."
B00IKPYKWG,5,Five Stars
B00IKPYKWG,3,It's a good product. Unfortunately I dont have wifi at home ...
B00IKPYKWG,2,We loved our first kindle since the day we bought it ...
B00IKPYKWG,4,"Love it, but...."
B00IKPZ5V6,4,Four Stars
B00KC6XV58,5,I believe it to be a very nice tablet for the money
B00IKPW0UA,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,Great buy
B00LCHWEPE,5,Great tablet
B00IKPW0UA,3,Impluse buy! it was such a great price.....
B00IKPYKWG,5,Absolutely love it!!!!
B00IKPYKWG,1,"Kindle Fire HD 7"", 16GB"
B00IKPYKWG,5,so this is an amazing piece of technology to me
B00LCHOCZY,5,Great product
B00IKPW0UA,5,Five Stars
B00LCHRQL6,4,Kindle Fire HD 7 Review
B00IKPYKWG,5,Great product!
B00IKPW0UA,1,Wife loves it
B00IKPW0UA,5,Five Stars
B00IKPYKWG,5,I love it. I feel like I have to charge ...
B00IKPZ5V6,2,Takes too long to download. Freezes up at least ...
B00IKPYKWG,5,awesome
B00IKPW0UA,5,Great tablet for the price
B00KC6XV58,5,"bright ,beautiful and sleek"
B00IKPYKWG,4,Four Stars
B00IKPW0UA,5,Five Stars
B00IKPYKWG,2,Two Stars
B00IKPYKWG,5,better stronger faster than previous models!
B00LCHRQL6,4,old he loved it but I wish there had been some kind ...
B00IKPYKWG,5,"great...as good as a PC, or better!"
B00IKPW0UA,4,Four Stars
B00LCHOCZY,5,Five Stars
B00IKPYKWG,5,PLAYING WITH FIRE!
B00LCHOCZY,4,Love this but I just wish it came with more ...
B00IKPYKWG,5,Great product
B00IKPYKWG,5,Five Stars
B00IKPZ5V6,3,No Access to Google Store
B00IKPW0UA,4,Four Stars
B00LCHN19C,5,Five Stars
B00LCI2I7C,4,Great product
B00IKPYKWG,5,A great value for the money though
B00IKPYKWG,4,they are great tablets for our use
B00IKPW0UA,4,A fair deal for the money.
B00KC6XV58,5,Five Stars
B00IKPW0UA,3,It's OK but I thought I could do word documents ...
B00IKPZ5V6,5,Five Stars
B00IKPYKWG,5,Five Stars
B00IKPW0UA,5,Five Stars
B00LCHOCZY,5,Five Stars
B00IKPYKWG,2,Fourth Kindle and they need to put HDMI jack back on their devices.
B00IKPYKWG,5,Love the new Kindle
B00IKPW0UA,5,Five Stars
B00IKPZ5V6,1,Bought a maintianace program and it wouldn't let me register ...
B00IKPYKWG,5,Five Stars
B00IKPW0UA,2,ok. nothing to brag about.
B00IKPYKWG,5,Five Stars
B00IKPW0UA,5,easy to use
B00IKPYKWG,5,Five Stars
B00IKPYKWG,5,... a Kindle Paperwhite for many years and am very happy with it
B00IKPZ5V6,5,nice
B00IKPW0UA,5,I like the size a lot
B00IKPW0UA,4,The protruding horizontal-bar start button on this model is awkward ...
B00LCHS1FG,4,Four Stars
B00LCHWEPE,5,Perfect for me
B00IKPW0UA,5,"Upgraded, love it, but I have a suggestion"
B00IKPW0UA,5,Five Stars
B00KC6XV58,5,This is a great tablet. It's lightweight
